,symbol,entry_price,exit_price,entry_time,exit_time,pnl,reason,duration,rsi,adx,volume_ratio,upper_wick_ratio
0,HYPEUSDTUSDT,42.54126,43.429,2025-10-25 18:15:00,2025-10-25 21:15:00,0.8347096442371484,Partial TP 15%,0 days 03:00:00,0.0,0.0,0.0,0.0
1,HYPEUSDTUSDT,42.54126,43.7,2025-10-25 18:15:00,2025-10-25 21:45:00,0.8171408181139921,Partial TP 25%,0 days 03:30:00,0.0,0.0,0.0,0.0
2,HYPEUSDTUSDT,42.54126,44.00818899795,2025-10-25 18:15:00,2025-10-25 22:00:00,1.0189577624999995,Trailing Stop (Stepped),0 days 03:45:00,78.14210009799328,32.67209304060872,4.389747697124655,0.00291641187261871
3,FARTCOINUSDTUSDT,0.39859919999999993,0.4047,2025-10-26 07:00:00,2025-10-26 07:00:00,0.6282693786259057,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
4,DASHUSDTUSDT,45.702839999999995,47.16,2025-10-26 07:45:00,2025-10-26 09:15:00,1.3154594499503047,Partial TP 15%,0 days 01:30:00,0.0,0.0,0.0,0.0
5,FARTCOINUSDTUSDT,0.40470225,0.410567397358125,2025-10-26 07:15:00,2025-10-26 09:30:00,1.4432476686137163,Trailing Stop (Stepped),0 days 02:15:00,76.40496678006578,33.31334821250043,4.771160252069324,0.0
6,DASHUSDTUSDT,45.702839999999995,45.771348557159996,2025-10-26 07:45:00,2025-10-26 09:30:00,0.0617794742035962,Stop Loss,0 days 01:45:00,88.97692587021942,28.65259458147523,7.731594100848311,0.006565988181221368
7,BCHUSDTUSDT,539.02938,556.76,2025-10-26 12:00:00,2025-10-26 12:00:00,1.3921902909877673,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
8,BCHUSDTUSDT,539.02938,562.94,2025-10-26 12:00:00,2025-10-26 12:15:00,1.4080782150665623,Partial TP 25%,0 days 00:15:00,0.0,0.0,0.0,0.0
9,BCHUSDTUSDT,539.02938,561.05933,2025-10-26 12:00:00,2025-10-26 12:30:00,1.2808068115355935,Final TP 40%,0 days 00:30:00,86.50627507232163,51.576543619028975,4.5016444840804715,0.002394298229333081
10,HBARUSDTUSDT,0.180580245,0.18381,2025-10-26 22:15:00,2025-10-27 01:45:00,0.7854092808572926,Partial TP 15%,0 days 03:30:00,0.0,0.0,0.0,0.0
11,AAVEUSDTUSDT,240.049965,243.75,2025-10-26 13:45:00,2025-10-27 02:00:00,0.6772015847364402,Partial TP 15%,0 days 12:15:00,0.0,0.0,0.0,0.0
12,AAVEUSDTUSDT,240.049965,243.52888911776247,2025-10-26 13:45:00,2025-10-27 02:15:00,0.9216698697066693,Trailing Stop (Stepped),0 days 12:30:00,83.22344023332971,58.27530898464024,5.389979340569147,0.004001000250062549
13,HBARUSDTUSDT,0.180580245,0.18085093478725503,2025-10-26 22:15:00,2025-10-27 07:30:00,0.06575480330237403,Stop Loss,0 days 09:15:00,65.02528971547147,27.861455933095122,10.542293218457308,0.004210526315789533
14,HBARUSDTUSDT,0.21427708499999998,0.21861,2025-10-28 06:45:00,2025-10-28 06:45:00,2.720687389022334,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
15,HBARUSDTUSDT,0.21427708499999998,0.214598286350415,2025-10-28 06:45:00,2025-10-28 07:00:00,0.20146750088153345,Stop Loss,0 days 00:15:00,81.36004184200354,58.73938792556661,5.040681117771597,0.009478894284647012
16,WLFIUSDTUSDT,0.1516758,0.1559,2025-10-29 08:30:00,2025-10-29 13:30:00,1.2797341327889158,Partial TP 15%,0 days 05:00:00,0.0,0.0,0.0,0.0
17,PIPPINUSDTUSDT,0.021310649999999997,0.020341494914624995,2025-10-29 13:30:00,2025-10-29 14:00:00,-5.276488614900939,Stop Loss,0 days 00:30:00,81.37642284944535,52.361551742084124,3.6747267183166077,0.0018788163457021312
18,WLFIUSDTUSDT,0.156078,0.148979962755,2025-10-29 13:45:00,2025-10-29 14:15:00,-5.332661565592187,Stop Loss,0 days 00:30:00,76.48603716839612,50.428319582489394,6.811946425208442,0.006414368184733809
19,BTCUSDTUSDT,116066.90444999999,110788.47180287512,2025-10-27 07:00:00,2025-10-29 18:30:00,-5.152117939082505,Stop Loss,2 days 11:30:00,73.32927072032284,52.237452056823145,4.177772409549108,0.0007766652185005902
20,XRPUSDTUSDT,2.65882875,2.5379118655218753,2025-10-26 09:30:00,2025-10-29 23:30:00,-4.798143827621194,Stop Loss,3 days 14:00:00,75.92869235367111,33.01475977650981,4.8638305233050625,0.0009783631232360163
21,DASHUSDTUSDT,47.823899999999995,45.64898858775,2025-10-31 05:30:00,2025-10-31 12:45:00,-4.385193699834706,Stop Loss,0 days 07:15:00,77.2826941928056,44.81808865141061,3.6648178695809484,0.004601547793348648
22,TAOUSDTUSDT,468.33405,475.121381219625,2025-10-31 14:00:00,2025-10-31 14:15:00,1.2725358723319953,Trailing Stop (Stepped),0 days 00:15:00,78.00112854231894,39.548316194392264,8.902648728571174,0.011856694225469486
23,DASHUSDTUSDT,93.956955,91.5622271094375,2025-11-02 07:15:00,2025-11-02 07:15:00,-7.186045451414416,Stop Loss,0 days 00:00:00,85.41321510738757,26.724385422074022,5.85557839470519,0.022366599211843585
24,FILUSDTUSDT,1.7838914999999997,1.7027645743087498,2025-11-02 09:30:00,2025-11-02 10:15:00,-3.9012844226132257,Stop Loss,0 days 00:45:00,82.10682674931195,33.52026646350461,8.337386870459518,0.00673400673400674
25,XPLUSDTUSDT,0.2823411,0.28643292839175,2025-11-05 11:45:00,2025-11-05 11:45:00,1.1321106240147278,Trailing Stop (Stepped),0 days 00:00:00,73.14143769756276,31.683638501871577,4.761309247901781,0.008501594048884212
26,1000RATSUSDTUSDT,0.03773885999999999,0.03828579042854999,2025-11-05 14:45:00,2025-11-05 14:45:00,1.1473777059388444,Trailing Stop (Stepped),0 days 00:00:00,84.22138792927302,39.21702957129029,4.391200504877374,0.004505698383249496
27,NEARUSDTUSDT,1.9569779999999999,2.025,2025-11-06 13:30:00,2025-11-06 13:30:00,1.1560511298662388,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
28,NEARUSDTUSDT,2.025012,1.9733995066499999,2025-11-06 13:45:00,2025-11-06 14:45:00,-6.566120227054236,Stop Loss,0 days 01:00:00,87.8912782647237,28.6566182103977,11.437639256386657,0.0004938271604937727
29,STRKUSDTUSDT,0.134067,0.1279699680075,2025-11-07 15:30:00,2025-11-07 15:30:00,-3.5647287137281145,Stop Loss,0 days 00:00:00,86.70969884959301,32.23750592984325,4.057198814381697,0.0037313432835820925
30,LTCUSDTUSDT,100.02999,102.88,2025-11-07 16:30:00,2025-11-07 16:30:00,0.8429727499355628,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
31,LTCUSDTUSDT,100.02999,103.28,2025-11-07 16:30:00,2025-11-07 16:45:00,0.7209632247829174,Partial TP 25%,0 days 00:15:00,0.0,0.0,0.0,0.0
32,LTCUSDTUSDT,100.02999,101.9795745051,2025-11-07 16:30:00,2025-11-07 17:00:00,0.42117315649339965,Stop Loss,0 days 00:30:00,86.24324432098159,31.131815905139156,6.530044017871437,0.017801780178017815
33,NEARUSDTUSDT,3.0985484999999997,3.17442420639375,2025-11-08 11:15:00,2025-11-08 11:15:00,5.460247525150246,Trailing Stop (Stepped),0 days 00:00:00,81.2410258671564,31.743524716625576,4.016010494584601,0.005164622336991612
34,FARTCOINUSDTUSDT,0.3099549,0.29585892603525,2025-11-09 08:15:00,2025-11-09 10:00:00,-3.7343514835391023,Stop Loss,0 days 01:45:00,70.22890733217939,29.309052915171186,3.525381766329537,0.002582311168495698
35,ETHUSDTUSDT,3555.5168699999995,3629.0,2025-11-09 14:30:00,2025-11-10 00:30:00,0.6405764792570207,Partial TP 15%,0 days 10:00:00,0.0,0.0,0.0,0.0
36,ETHUSDTUSDT,3555.5168699999995,3607.0451982384743,2025-11-09 14:30:00,2025-11-10 04:15:00,0.65020109230917,Stop Loss,0 days 13:45:00,84.75265022022779,33.74339442775469,7.379635428264929,0.0
37,WLFIUSDTUSDT,0.13576784999999997,0.1493,2025-11-10 04:15:00,2025-11-10 04:15:00,3.113265530748554,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
38,WLFIUSDTUSDT,0.13576784999999997,0.1636,2025-11-10 04:15:00,2025-11-10 04:30:00,4.802389489565035,Partial TP 25%,0 days 00:15:00,0.0,0.0,0.0,0.0
39,WLFIUSDTUSDT,0.13576784999999997,0.15802095,2025-11-10 04:15:00,2025-11-10 04:45:00,3.826100911195655,Final TP 40%,0 days 00:30:00,77.81332852125905,40.61622863163708,3.5431637054607643,0.003684598378776717
40,STRKUSDTUSDT,0.20420205,0.2111,2025-11-10 09:45:00,2025-11-10 09:45:00,3.666130806501979,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
41,STRKUSDTUSDT,0.20420205,0.214,2025-11-10 09:45:00,2025-11-10 10:00:00,3.905569734729084,Partial TP 25%,0 days 00:15:00,0.0,0.0,0.0,0.0
42,STRKUSDTUSDT,0.20420205,0.2054606153015,2025-11-10 09:45:00,2025-11-10 10:15:00,0.4607284350622775,Stop Loss,0 days 00:30:00,76.99293273286729,51.92096417266817,4.301046802104357,0.009304603330068623
43,UNIUSDTUSDT,8.4272115,8.628,2025-11-10 21:45:00,2025-11-10 21:45:00,0.9372099096346748,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
44,UNIUSDTUSDT,8.4272115,8.75,2025-11-10 21:45:00,2025-11-10 22:00:00,1.1299971646139304,Partial TP 25%,0 days 00:15:00,0.0,0.0,0.0,0.0
45,UNIUSDTUSDT,8.4272115,8.591457852135001,2025-11-10 21:45:00,2025-11-10 22:15:00,0.5599448267343035,Stop Loss,0 days 00:30:00,80.43266928621033,49.44682263495902,4.123662605738078,0.0015437596484977915
46,PARTIUSDTUSDT,0.07675836,0.0778707805323,2025-11-12 07:00:00,2025-11-12 07:00:00,1.4113377686192288,Trailing Stop (Stepped),0 days 00:00:00,88.33586324739305,42.68830528329484,5.057196191451372,0.003519290928050135
47,PARTIUSDTUSDT,0.092496225,0.0956857260785625,2025-11-12 19:45:00,2025-11-12 20:00:00,3.4738661569648728,Trailing Stop (Stepped),0 days 00:15:00,81.08468835459402,25.65631678361903,7.2667875726629925,0.02228472522717445
48,ZECUSDTUSDT,548.45409,564.98,2025-11-14 13:00:00,2025-11-14 13:00:00,1.273970102784301,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
49,ZECUSDTUSDT,548.45409,571.7,2025-11-14 13:00:00,2025-11-14 13:15:00,1.3440074261575279,Partial TP 25%,0 days 00:15:00,0.0,0.0,0.0,0.0
50,ZECUSDTUSDT,548.45409,559.1434602141001,2025-11-14 13:00:00,2025-11-14 13:30:00,0.6018627133672112,Stop Loss,0 days 00:30:00,70.94812946005662,29.95160067847006,4.053160224593433,0.004706740855605292
51,DASHUSDTUSDT,73.186575,71.3212321696875,2025-11-14 13:30:00,2025-11-14 13:30:00,-8.436466911622816,Stop Loss,0 days 00:00:00,79.83997850375462,31.324123097247025,3.9580241020207927,0.0005468963631392707
52,STRKUSDTUSDT,0.17018505,0.16584745853812502,2025-11-14 14:45:00,2025-11-14 14:45:00,-7.813312732348698,Stop Loss,0 days 00:00:00,86.05228707031885,35.30701475040692,4.435688359092473,0.007642563198118728
53,FILUSDTUSDT,2.1950969999999996,2.1391494652125,2025-11-15 06:45:00,2025-11-15 06:45:00,-7.192751939122865,Stop Loss,0 days 00:00:00,79.37062379814849,31.670103520132123,6.09331039090095,0.002278942570647171
54,BCHUSDTUSDT,503.481615,516.09,2025-11-15 12:15:00,2025-11-15 13:15:00,0.8511734310349345,Partial TP 15%,0 days 01:00:00,0.0,0.0,0.0,0.0
55,BCHUSDTUSDT,503.481615,510.77832230538746,2025-11-15 12:15:00,2025-11-15 13:30:00,0.7130234669829052,Trailing Stop (Stepped),0 days 01:15:00,71.38105963137072,29.67536251406923,4.717095358088084,0.0015102138144821376
56,ETHUSDTUSDT,3248.74356,3100.9988247501,2025-11-16 10:00:00,2025-11-16 15:45:00,-3.9748561645103586,Stop Loss,0 days 05:45:00,73.6300621391281,31.23575955161965,6.256417954043721,0.00042191104144271733
57,BANANAS31USDTUSDT,0.002949474,0.003076,2025-11-16 18:00:00,2025-11-16 18:00:00,1.4152315994844522,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
58,BANANAS31USDTUSDT,0.002949474,0.0029538952615260003,2025-11-16 18:00:00,2025-11-16 18:15:00,0.04939956289625238,Stop Loss,0 days 00:15:00,83.43934189507786,46.641953140320524,6.7533075141465835,0.014586160108548192
59,BEATUSDTUSDT,0.577518615,0.5512545121863376,2025-11-20 12:15:00,2025-11-20 12:15:00,-3.8556187829850823,Stop Loss,0 days 00:00:00,79.3675471116398,37.39680621653971,4.56713378823909,0.01485920127463531
60,ZECUSDTUSDT,704.97231,711.26,2025-11-20 13:30:00,2025-11-20 13:30:00,0.8562592923709849,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
61,ZECUSDTUSDT,704.97231,706.02906349269,2025-11-20 13:30:00,2025-11-20 13:45:00,0.1437530376127546,Stop Loss,0 days 00:15:00,69.77971725083792,27.564596397302243,4.225286504093397,0.0021004527327174154
62,MMTUSDTUSDT,0.3249624,0.3609,2025-11-21 14:15:00,2025-11-21 14:15:00,3.577933756342622,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
63,MMTUSDTUSDT,0.3249624,0.3763,2025-11-21 14:15:00,2025-11-21 14:30:00,3.8333639143184652,Partial TP 25%,0 days 00:15:00,0.0,0.0,0.0,0.0
64,MMTUSDTUSDT,0.3249624,0.37121430000000005,2025-11-21 14:15:00,2025-11-21 14:45:00,3.4397569165215525,Final TP 40%,0 days 00:30:00,87.67847703823062,43.72485534413313,5.954287670246057,0.015701970443349905
65,PARTIUSDTUSDT,0.09920957999999999,0.09469777632555,2025-11-21 19:15:00,2025-11-21 19:15:00,-4.213751294432213,Stop Loss,0 days 00:00:00,88.11612654841832,41.440179529280634,11.237485575786044,0.019975786924939423
66,PIPPINUSDTUSDT,0.031345664999999995,0.03237,2025-11-22 20:30:00,2025-11-22 20:30:00,1.1428896932793657,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
67,PIPPINUSDTUSDT,0.031345664999999995,0.031392652151835,2025-11-22 20:30:00,2025-11-22 20:45:00,0.05236855460508272,Stop Loss,0 days 00:15:00,89.8580947765421,26.37774558781424,5.780280633388717,0.005426109160549106
68,PIPPINUSDTUSDT,0.05368683,0.06977,2025-11-23 05:30:00,2025-11-23 05:30:00,10.615153857702902,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
69,PIPPINUSDTUSDT,0.05368683,0.06703,2025-11-23 05:30:00,2025-11-23 05:45:00,6.605031960404216,Partial TP 25%,0 days 00:15:00,0.0,0.0,0.0,0.0
70,PIPPINUSDTUSDT,0.05368683,0.07568214,2025-11-23 05:30:00,2025-11-23 06:00:00,10.86921504052129,Final TP 40%,0 days 00:30:00,75.1566488909034,43.84490157641422,3.625283650613101,0.039686975964225824
71,TNSRUSDTUSDT,0.12847420499999998,0.12263151934211249,2025-11-23 10:15:00,2025-11-23 10:15:00,-5.359730612300591,Stop Loss,0 days 00:00:00,83.38123846885851,35.860176084034165,4.115673921390288,0.035906223226107974
72,DYMUSDTUSDT,0.12479236499999999,0.1266009183497625,2025-11-23 11:45:00,2025-11-23 11:45:00,1.5553359639382798,Trailing Stop (Stepped),0 days 00:00:00,78.27020410236393,48.82988367530601,3.7060509036511506,0.012983890358259169
73,PARTIUSDTUSDT,0.09283639499999999,0.09599,2025-11-23 19:00:00,2025-11-23 19:00:00,1.5315120700852949,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
74,PARTIUSDTUSDT,0.09283639499999999,0.09621,2025-11-23 19:00:00,2025-11-23 19:15:00,1.2287644086371223,Partial TP 25%,0 days 00:15:00,0.0,0.0,0.0,0.0
75,PARTIUSDTUSDT,0.09283639499999999,0.09984005500000001,2025-11-23 19:00:00,2025-11-23 19:30:00,2.5327530001660747,Final TP 40%,0 days 00:30:00,78.01935851503512,59.788430410751126,3.569485014276976,0.005602844521064462
