date,total_trades,wins,losses,net_pnl,end_balance,win_rate,prev_balance,daily_roi_pct
2025-10-26,73,52,21,35.09323207589375,129.28774912450604,71.23287671232876,94.19451704861228,37.256130373047824
2025-10-27,34,18,16,3.2340241753463834,129.7940991610086,52.94117647058824,129.28774912450604,2.501415793256614
2025-10-28,29,8,21,-20.02244209442377,107.30479814924638,27.586206896551722,129.7940991610086,-15.426311537927532
2025-10-29,22,9,13,25.62680200045331,131.11629173783726,40.909090909090914,107.30479814924638,23.882251718893237
2025-10-30,20,4,16,-3.4522375548091975,125.82830511116389,20.0,131.11629173783726,-2.6329585050436246
2025-10-31,22,13,9,-2.494825327934789,121.41846656424605,59.09090909090909,125.82830511116389,-1.982721873056081
2025-11-01,32,19,13,75.69981696164366,193.6453768661434,59.375,121.41846656424605,62.34621396868712
2025-11-02,41,13,28,58.459619721504616,246.0615199250181,31.70731707317073,193.6453768661434,30.18900872697549
2025-11-03,15,4,11,20.701393262346308,264.0909780832298,26.666666666666668,246.0615199250181,8.41309655758227
2025-11-04,21,7,14,94.66975184002877,354.55615942680913,33.33333333333333,264.0909780832298,35.847400970355395
2025-11-05,18,9,9,110.31396194509341,459.1493972686048,50.0,354.55615942680913,31.113254984325117
2025-11-06,24,3,21,-113.2090032675006,339.52451296416695,12.5,459.1493972686048,-24.656245644872914
2025-11-07,74,32,42,131.83983937823544,452.1728795621432,43.24324324324324,339.52451296416695,38.830727780809646
2025-11-08,37,13,24,-100.17642036806394,341.9373314325173,35.13513513513514,452.1728795621432,-22.15445129417508
2025-11-09,64,33,31,232.38347681042555,556.3136373324887,51.5625,341.9373314325173,67.96083827316392
2025-11-10,71,38,33,110.57634745582224,635.3610239815957,53.52112676056338,556.3136373324887,19.876619955971837
2025-11-11,25,10,15,-42.97180857788438,581.8695930798954,40.0,635.3610239815957,-6.763368692116867
2025-11-12,32,13,19,257.02057497205396,823.7654865607805,40.625,581.8695930798954,44.171508191658155
2025-11-13,18,7,11,-84.69233623044428,729.6411081333094,38.88888888888889,823.7654865607805,-10.281122189767217
2025-11-14,18,4,14,-5.378552840110759,714.8175048141276,22.22222222222222,729.6411081333094,-0.7371504675594659
2025-11-15,26,16,10,121.32985596872635,821.7108159828068,61.53846153846154,714.8175048141276,16.973542918520927
2025-11-16,24,12,12,58.813823955312785,866.2077367837809,50.0,821.7108159828068,7.157484459416363
2025-11-17,23,9,14,-59.04424599409834,794.529630505265,39.130434782608695,866.2077367837809,-6.816407137314304
2025-11-18,19,9,10,59.14132254018126,842.8675510536125,47.368421052631575,794.529630505265,7.4435641251757385
2025-11-19,17,4,13,-179.95357110063915,654.3347187477156,23.52941176470588,842.8675510536125,-21.350160043021134
2025-11-20,30,12,18,-85.10148495983212,556.1430671397095,40.0,654.3347187477156,-13.005803073188869
2025-11-21,21,8,13,499.7272395325559,1045.5690020507066,38.095238095238095,556.1430671397095,89.8558786505593
2025-11-22,21,9,12,916.2105256653999,1939.7761013220709,42.857142857142854,1045.5690020507066,87.6279350160925
2025-11-23,39,22,17,-94.7145548746795,1795.47458604189,56.41025641025641,1939.7761013220709,-4.882757077485694
2025-11-24,36,17,19,-29.35878798895252,1723.0110958780106,47.22222222222222,1795.47458604189,-1.6351547505706412
2025-11-25,24,3,21,-610.953743534173,1088.6854630204073,12.5,1723.0110958780106,-35.45849153239746
2025-11-26,47,21,26,-110.80772659736222,946.2379516161126,44.680851063829785,1088.6854630204073,-10.178121262861497
2025-11-27,20,4,16,-263.0337494387818,671.9386438580639,20.0,946.2379516161126,-27.797843976722486
2025-11-28,59,27,32,-18.911583382186684,623.2509411040534,45.76271186440678,671.9386438580639,-2.8144806903205066
2025-11-29,20,9,11,125.4996642406544,738.8523134960009,45.0,623.2509411040534,20.136297591198005
2025-11-30,32,13,19,53.08725152639589,774.1802794178126,40.625,738.8523134960009,7.185096474179644
2025-12-01,15,3,12,-16.249315426418434,750.6766169802111,20.0,774.1802794178126,-2.098905882572726
2025-12-02,90,69,21,1122.1724406865255,1806.241574721703,76.66666666666667,750.6766169802111,149.48813048163822
2025-12-03,54,34,20,-130.2700095344207,1611.3140590932444,62.96296296296296,1806.241574721703,-7.2122141001262285
2025-12-04,18,9,9,-180.8297745878194,1412.3088601901688,50.0,1611.3140590932444,-11.22250337029766
2025-12-05,18,6,12,7.081177383427253,1401.4126911711785,33.33333333333333,1412.3088601901688,0.5013901408558582
2025-12-06,34,9,25,4.990159406756593,1376.3316955203434,26.47058823529412,1401.4126911711785,0.35608064906178727
2025-12-07,20,7,13,-27.07170457620154,1330.5490492828862,35.0,1376.3316955203434,-1.9669462429960725
2025-12-08,54,31,23,346.62285597749315,1625.1567757197915,57.407407407407405,1330.5490492828862,26.051114475209257
2025-12-09,60,39,21,989.0454195169788,2525.973377208874,65.0,1625.1567757197915,60.85846204461872
2025-12-10,38,18,20,1606.1797995629195,4039.821654236744,47.368421052631575,2525.973377208874,63.586568807692686
2025-12-11,12,4,8,-243.80634025868738,3764.0189819137754,33.33333333333333,4039.821654236744,-6.035076820854124
2025-12-12,19,4,15,-617.8924627847601,3099.029478536099,21.052631578947366,3764.0189819137754,-16.41576372897565
2025-12-13,28,13,15,253.7611714626672,3298.072279936209,46.42857142857143,3099.029478536099,8.188407797351363
2025-12-14,17,6,11,820.6766946632429,4076.9500481772066,35.294117647058826,3298.072279936209,24.883526648455273
2025-12-15,23,11,12,972.669204262601,4971.499369988103,47.82608695652174,4076.9500481772066,23.857766044925636
2025-12-16,36,17,19,886.6474663869449,5722.053136940495,47.22222222222222,4971.499369988103,17.834608845360602
2025-12-17,33,11,22,-1508.4697371572431,4095.826034454911,33.33333333333333,5722.053136940495,-26.3623860362087
2025-12-18,20,7,13,-545.385067966319,3500.222036874735,35.0,4095.826034454911,-13.315630678120366
2025-12-19,44,24,20,1029.3348259575205,4424.316408420064,54.54545454545454,3500.222036874735,29.407700857645853
2025-12-20,48,29,19,3814.7480158327353,8031.066651841955,60.416666666666664,4424.316408420064,86.222314673805
2025-12-21,31,16,15,1916.8334864551384,9754.367807956503,51.61290322580645,8031.066651841955,23.86773226462397
2025-12-22,33,16,17,1197.6014310575792,10702.97735545438,48.484848484848484,9754.367807956503,12.277591481435755
2025-12-23,18,8,10,-182.1535095854883,10397.750240157297,44.44444444444444,10702.97735545438,-1.7018956831919336
2025-12-24,21,8,13,645.7468518699961,10876.901273746547,38.095238095238095,10397.750240157297,6.210447807988773
2025-12-25,35,17,18,1522.980935134372,12114.469902348534,48.57142857142857,10876.901273746547,14.001974430073883
